"","genes","logFC","logCPM","PValue","FDR"
"Sdf2","Sdf2",0.240462669157496,5.68143174151009,0.637362918205984,1
"Ncstn","Ncstn",-0.258046412484622,7.23217134089462,0.637529607999415,1
"Fbxo31","Fbxo31",-0.258811342636362,5.35519971262252,0.637551557930125,1
"Bhlha15","Bhlha15",-0.298955245876145,2.47682116284231,0.637551559783968,1
"Six5","Six5",-0.31472872190827,3.6802312669746,0.6379075337918,1
"Aimp2","Aimp2",0.244991200653536,4.57451668907157,0.638035663999774,1
"Fbxo7","Fbxo7",0.240852353388521,4.31673031505432,0.638047578294652,1
"Slc22a15","Slc22a15",-0.250800173512466,4.36332481842893,0.63806355652404,1
"Psmb1","Psmb1",0.259130019344024,7.37622609807944,0.638072780851837,1
"Ghitm","Ghitm",-0.256277951291009,7.69114039423429,0.638370976691903,1
"Hnrnph2","Hnrnph2",-0.252538077455239,5.91155016167587,0.638448803413366,1
"Vdac2","Vdac2",-0.259815690775666,7.75585975924624,0.638470546535155,1
"Slc31a1","Slc31a1",-0.249245548491847,6.1739348440805,0.638513233486951,1
"Arl3","Arl3",-0.247681912919936,4.10108288229884,0.638592887484114,1
"Resf1","Resf1",-0.252692405498331,6.6447876942072,0.638634853429691,1
"1810055G02Rik","1810055G02Rik",-0.248616400768095,4.7303605464148,0.63865401366157,1
"Exo1","Exo1",0.289870020570827,1.81591799817122,0.638669024215719,1
"Syvn1","Syvn1",-0.254947674711928,7.27149879321203,0.638766561859927,1
"Snhg16","Snhg16",0.260493162798931,3.10523109884046,0.638795702609667,1
"Bcl6","Bcl6",-0.237915493265659,6.34226483901194,0.638818052974108,1
"Iah1","Iah1",-0.23711144888657,5.05028825921276,0.638849408313657,1
"Ppp1r3f","Ppp1r3f",-0.275606010309687,2.01829535855537,0.638915917257595,1
"Elk1","Elk1",-0.247515406860206,4.2640695563636,0.638945838684259,1
"Ripor1","Ripor1",-0.261085549255166,5.8461719035899,0.639016860830654,1
"Gpx4","Gpx4",-0.259468552729915,8.10743102103389,0.639019099285079,1
"Nfs1","Nfs1",-0.240822860266939,4.84476111925618,0.639033658894024,1
"Slc39a14","Slc39a14",-0.240961907301022,5.72263691371459,0.639105888138249,1
"Tlr1","Tlr1",0.303471009728585,3.90998295440912,0.639120058904283,1
"Znrf2","Znrf2",0.252818249736401,5.75141303733092,0.639262523450413,1
"Unc13a","Unc13a",-0.253185449835801,2.96473797029165,0.639626823885611,1
"Ppp2r1b","Ppp2r1b",0.246757699431616,4.87460784136243,0.639733381307446,1
"Noc4l","Noc4l",0.238801313515416,5.18197319412811,0.639815113372649,1
"Zfp609","Zfp609",-0.26422966321655,5.90475669432124,0.639848091735457,1
"Slfn2","Slfn2",0.347919494111809,7.74330353898117,0.639893972308057,1
"Snapc5","Snapc5",-0.272442865986596,4.12875291417645,0.639992662100458,1
"2610005L07Rik","2610005L07Rik",0.253534865581786,3.04207762750824,0.640165786202491,1
"Syne2","Syne2",-0.260467307263357,6.63162981113339,0.640294094726185,1
"Cnot8","Cnot8",0.234614079656855,5.03968759052205,0.640326055740752,1
"Terf2","Terf2",0.23469258826787,4.80007547459317,0.640361831879438,1
"Casc4","Casc4",0.282470264754133,4.07835343459218,0.640405318564203,1
"Sdc4","Sdc4",-0.262607556786712,9.15016449830604,0.640414458646323,1
"Zcchc3","Zcchc3",0.355936229652494,2.30000242192282,0.640491212344777,1
"Bmf","Bmf",-0.270258119214097,4.71687849142219,0.640563233550973,1
"Slc35b2","Slc35b2",-0.24516351872271,6.60824674004329,0.640831354914041,1
"Dennd1b","Dennd1b",0.256361040811673,5.65898636955726,0.640986979534957,1
"Coq3","Coq3",-0.26230109534938,2.72002560274408,0.641042025991126,1
"Tspan31","Tspan31",-0.241804995731544,6.65317338691827,0.641086815555501,1
"Emc1","Emc1",-0.232951046059613,5.22285756154289,0.641373958250488,1
"Def8","Def8",-0.23842421241752,4.81344111007578,0.641530879011016,1
"Caskin2","Caskin2",-0.289914254671779,5.09630908045353,0.641620924475423,1
"2510002D24Rik","2510002D24Rik",0.256171823243289,3.76902875552169,0.641649061997107,1
"Clk3","Clk3",0.252961213973331,6.73834628537575,0.641658357939976,1
"Vash1","Vash1",0.264767334287142,5.22252037954151,0.641664188128381,1
"Mrpl14","Mrpl14",-0.253268884276319,4.93548620459484,0.641717823134691,1
"Efhd2","Efhd2",-0.275016470402884,8.07251110581898,0.641847625917713,1
"Trmt61a","Trmt61a",0.277981331709233,2.57330059191118,0.641858909971057,1
"Arl5b","Arl5b",-0.235377084007142,6.29210474542486,0.641949361612275,1
"Foxj3","Foxj3",-0.231464777586302,5.39890006327081,0.642233674147704,1
"Ipo9","Ipo9",0.234869187395445,6.15389350518634,0.642600236872,1
"Smg1","Smg1",0.255219562299172,7.27783032634217,0.642808135909425,1
"Kif20b","Kif20b",0.256033056333974,3.42200899598107,0.642837317096547,1
"Dyrk1a","Dyrk1a",-0.237967674932038,6.47562370656119,0.642841644760329,1
"Mcoln2","Mcoln2",0.376950091253149,3.02779990415549,0.643017134744606,1
"Dcaf11","Dcaf11",-0.241295063175185,6.5712200519599,0.643050262372365,1
"Slc35b4","Slc35b4",-0.234170218443134,4.94407960974695,0.643149373921766,1
"Zfp513","Zfp513",-0.238699868693477,5.18892137580721,0.643236240115155,1
"Grasp","Grasp",-0.259453206304254,6.72222120892375,0.643276933854535,1
"Kctd11","Kctd11",-0.29709029636666,4.21215693473548,0.643344257189634,1
"Elp3","Elp3",0.258486247285535,5.35835645628523,0.643374995752696,1
"Rtn3","Rtn3",-0.256536621097572,8.12047347190607,0.643405898303578,1
"Hmox2","Hmox2",-0.237887514766968,5.38495114430319,0.643448632361642,1
"Prpf4","Prpf4",0.236799141618072,4.34616379007095,0.643489180847925,1
"Phc1","Phc1",0.234741740945047,4.9184660862086,0.643652831352794,1
"Gnai2","Gnai2",0.280596943780458,9.85649312101121,0.643703392055543,1
"Nup43","Nup43",0.270021167776812,2.70113296061753,0.643720381003892,1
"Ecpas","Ecpas",-0.235687276047491,6.38092391614954,0.643747917381956,1
"Rbsn","Rbsn",-0.238763774819228,4.42164067717643,0.643755524003432,1
"Mrpl22","Mrpl22",-0.24583984088659,3.47968484644958,0.64378157302594,1
"Cstf2","Cstf2",0.23223454696065,5.19811861536078,0.64398760182221,1
"Sf3b2","Sf3b2",0.251501330198909,7.84700118568315,0.643997326243506,1
"Flvcr1","Flvcr1",-0.263460677584382,4.51422638071852,0.644034608273264,1
"Brwd3","Brwd3",-0.236031360155024,4.72333488806985,0.644075989912613,1
"Phgdh","Phgdh",0.233460622098818,6.1765194653541,0.644096918276044,1
"Gtf3a","Gtf3a",0.247888622162935,4.06678475587166,0.644215141937462,1
"Hcls1","Hcls1",0.315493661822801,7.54821361170857,0.644225899591661,1
"Slu7","Slu7",0.236883428914913,5.35638026347192,0.644349469549153,1
"Mfsd14b","Mfsd14b",-0.252480111647065,5.82075388803834,0.644517051818272,1
"Smc1a","Smc1a",0.246279669504973,6.70732467276531,0.644545792207385,1
"Mks1","Mks1",0.258297006326113,2.63717747257239,0.644556912769386,1
"Mettl9","Mettl9",-0.238391670330428,5.66054359510186,0.644591902778207,1
"Prrc2a","Prrc2a",0.258969043882608,9.21761053319302,0.644611823706034,1
"Rbx1","Rbx1",-0.231669405079675,5.59425230850769,0.64484991244778,1
"Snx3","Snx3",-0.251422185972513,7.49515978943059,0.644937582224152,1
"Atp6v1d","Atp6v1d",-0.252150191803799,6.15067204460933,0.64500588142815,1
"Oser1","Oser1",-0.23781104006267,4.78540404435798,0.645015028306478,1
"Ppp2r5e","Ppp2r5e",0.236643528113737,6.34002704992839,0.645165485528411,1
"Golga4","Golga4",-0.237276870978983,6.01302225898181,0.645183908462619,1
"Pwp1","Pwp1",-0.233011613755898,5.13805031132777,0.645424083762352,1
"Ilkap","Ilkap",0.230827703173379,5.26096428466765,0.645461082691161,1
"Gemin8","Gemin8",-0.275051378027744,2.93160543427872,0.645467273359786,1
"Cpsf2","Cpsf2",0.230997718525568,5.43844386643097,0.645487630365607,1
"Fn1","Fn1",-0.282809856123818,10.3737059518831,0.645555303477566,1
"Sgsm3","Sgsm3",-0.315182931552439,6.45486868722302,0.64590425252681,1
"Maf1","Maf1",0.236199779865856,6.35801722082359,0.646035221259429,1
"Ankrd23","Ankrd23",0.257371597197441,3.11743221098728,0.646222951764433,1
"Ctr9","Ctr9",-0.236464049560724,5.29307587933849,0.646237156266715,1
"Plekhg2","Plekhg2",-0.247353423056633,6.30208882924849,0.646238413640466,1
"Pum2","Pum2",0.250167737641526,7.31205333096405,0.6463800450271,1
"Nktr","Nktr",0.2434221300189,6.68324409878709,0.646673336667554,1
"Kidins220","Kidins220",0.234589669081656,6.52931748271021,0.646689253006098,1
"3110056K07Rik","3110056K07Rik",0.28049114315835,1.60178393676265,0.646735308700955,1
"Usp28","Usp28",0.245277288669878,3.3626709433818,0.646772456704245,1
"Cog8","Cog8",0.233771739265057,4.80401300144474,0.646858725172967,1
"Poc5","Poc5",0.25445816879719,3.30854788124685,0.646866695905754,1
"Atg16l1","Atg16l1",-0.228606618860928,5.15872772700422,0.646910996629317,1
"Trir","Trir",0.238250262725795,6.70954787564584,0.646957276530995,1
"Flna","Flna",0.259594420682605,9.95698395215616,0.646993614772338,1
"Prelid1","Prelid1",0.251577618142955,7.72936244587549,0.647044789405329,1
"Paxx","Paxx",0.237584669388242,4.16391621400355,0.647186313256894,1
"Ilf2","Ilf2",0.231563542138934,5.48171702535742,0.647398316271834,1
"Nucks1","Nucks1",0.236525671879795,5.98665342969036,0.647525291314846,1
"Itgav","Itgav",-0.242103561596831,6.68553605162607,0.647589124386991,1
"Aptx","Aptx",-0.246459113434145,3.21646752378044,0.647695249005176,1
"Zbed3","Zbed3",-0.251864976603705,3.82160919459208,0.647821957412314,1
"Ncor1","Ncor1",0.252403714708969,8.0598178252319,0.648007166714126,1
"Rfx5","Rfx5",-0.229209673505628,4.60080657312872,0.648087276836277,1
"Ddx49","Ddx49",0.230118784867204,4.96274554087007,0.648250291787618,1
"Gmppb","Gmppb",-0.243831740156109,3.36708407986006,0.648276547639526,1
"Zdhhc5","Zdhhc5",-0.261024172393016,7.28725747963387,0.648304045114422,1
"Slc9a8","Slc9a8",0.227497372600797,5.25403472184798,0.648328378086289,1
"Pef1","Pef1",-0.236942314559346,5.62375028668736,0.648345367617505,1
"Foxp4","Foxp4",-0.277658871337958,8.39296004158874,0.64845902524882,1
"Rab13","Rab13",-0.312875921566548,3.37002193320093,0.64846772694667,1
"Atg4a","Atg4a",-0.245563396247552,3.68429373798535,0.648477525002435,1
"G6pc3","G6pc3",-0.227800522442176,5.21223582393541,0.648511949539203,1
"Snrpb","Snrpb",0.248623584922414,7.45556652035537,0.648537016772568,1
"Lnpep","Lnpep",0.256759115438225,5.75084382398121,0.648565056471833,1
"Arf4","Arf4",-0.251816016968159,8.5024838296264,0.648802379524531,1
"Tmem147","Tmem147",-0.229871379499208,5.10093735526714,0.648827887972156,1
"Castor1","Castor1",0.251667621968997,3.80517938635868,0.648989650063045,1
"Tsfm","Tsfm",-0.241198227512917,3.3543547308033,0.648998276337144,1
"Bcl2a1b","Bcl2a1b",0.329607102125138,8.07558070054154,0.649037314229566,1
"Ppp4r3a","Ppp4r3a",0.234084491462385,6.23675993488695,0.649128555192568,1
"Ints5","Ints5",0.242157508094892,4.79728103703448,0.649149435790779,1
"Tada1","Tada1",0.233311962218123,4.36559002332727,0.649358229010083,1
"Pogk","Pogk",-0.23578962909444,5.19237295247626,0.6493793942435,1
"Zfp120","Zfp120",0.246903953641219,3.55728833216276,0.649467853873805,1
"Memo1","Memo1",-0.229123795301287,4.9894983721231,0.649482633872487,1
"Vps4b","Vps4b",-0.231392511630568,6.12943226024046,0.649525128055186,1
"Crebbp","Crebbp",0.234618533745032,6.14679615116039,0.649560082322645,1
"Cdkn1b","Cdkn1b",0.242116736181684,6.6491486178368,0.649596531851187,1
"Larp1","Larp1",0.247867033878099,7.65324373624425,0.649722500935483,1
"Sertad3","Sertad3",-0.250782519254927,3.52050945726832,0.649753099303671,1
"Suclg1","Suclg1",-0.232594306910791,5.66206265429252,0.649887392373632,1
"Nr2f6","Nr2f6",-0.284374148682467,6.38189532059667,0.649897866734054,1
"Rars2","Rars2",-0.242483477669264,3.98175023245108,0.649899055113182,1
"Hip1","Hip1",0.309997603413444,6.57952872384984,0.649914373027511,1
"Cuedc1","Cuedc1",-0.255832324738064,2.89976525083417,0.650205706067619,1
"Zfp207","Zfp207",0.246283984482901,7.33400950197214,0.650267894920393,1
"Col4a3bp","Col4a3bp",-0.236146135967294,6.08316353679275,0.650273352735497,1
"Gstm5","Gstm5",0.324380166603479,2.57194619990503,0.650317268275875,1
"Zfp282","Zfp282",0.257310487247075,3.92221792751654,0.650665862733051,1
"Gdpd1","Gdpd1",-0.291361596081989,3.69371562933878,0.650711224822122,1
"Syncrip","Syncrip",0.2330689238434,6.59266458891897,0.65075950076096,1
"Ptges3l","Ptges3l",0.269025393495892,1.46210264092969,0.651129303231548,1
"Spata5l1","Spata5l1",0.243804092409099,3.62582763570607,0.651267592588989,1
"Retreg1","Retreg1",-0.237299464241231,6.4534229044282,0.651298390685986,1
"Slf1","Slf1",0.25291306543003,2.75816280540432,0.651298464622611,1
"Cipc","Cipc",0.22765690108481,4.66411110507872,0.651434868546258,1
"Dcaf12","Dcaf12",0.231919954345463,5.75538314781503,0.651524057939918,1
"Alad","Alad",-0.268081595816098,5.87181724631592,0.651586191192468,1
"Erich1","Erich1",0.245140517631337,3.05965829382165,0.651801110865425,1
"Lsm8","Lsm8",0.233569997083834,4.06646164835427,0.651995953510955,1
"Gbp9","Gbp9",0.294658617982286,4.79166071342158,0.652161172802138,1
"Xrcc5","Xrcc5",-0.23710742522475,4.97676800137477,0.652204326388349,1
"Exosc3","Exosc3",0.242428112306955,3.44286936472376,0.652227363959378,1
"Eif2b3","Eif2b3",-0.235612019486748,3.25295680472042,0.652390999055422,1
"Abt1","Abt1",0.261349537973588,3.79865304643125,0.652399399294834,1
"Gfod2","Gfod2",-0.3194254776905,3.31948793177672,0.652480859056519,1
"Ubl7","Ubl7",0.22719086130298,5.56750073883089,0.652555235660429,1
"Vps36","Vps36",0.225459226680072,5.63346523474086,0.652595987220226,1
"Zfat","Zfat",-0.237805202186794,3.39375249692324,0.652757155871215,1
"Lamb2","Lamb2",-0.379334756207238,7.40037102418671,0.652760327386448,1
"Tnfsf9","Tnfsf9",0.260738284271569,7.76246753455093,0.65284301284765,1
"Naa30","Naa30",-0.230309932380884,4.48865449432281,0.652917957729637,1
"Bloc1s1","Bloc1s1",0.246139220023677,4.0221281672748,0.6530308974339,1
"Ino80b","Ino80b",0.231497504812582,4.67192994613719,0.653056363141435,1
"Rapgef2","Rapgef2",-0.254446680503245,6.18145867583219,0.653112104255941,1
"Nsmf","Nsmf",0.245486869091768,5.95103109213512,0.653249741326248,1
"Timm17b","Timm17b",0.227369887088278,4.48877445209126,0.653279867867877,1
"Ctc1","Ctc1",0.225726741232827,5.1003163642623,0.653292209732065,1
"Tanc1","Tanc1",-0.257449966680857,6.44936423681294,0.653323884030732,1
"Fkbp15","Fkbp15",-0.246802029031561,6.07504583881648,0.653775716756499,1
"Aacs","Aacs",-0.228741660126179,4.69832241328705,0.653856943886177,1
"Zbtb6","Zbtb6",-0.239050181055748,2.94591491327202,0.653907291436475,1
"Mtfp1","Mtfp1",-0.273922044922606,1.9962049765855,0.653919159725063,1
"Mtmr14","Mtmr14",0.230770891766623,5.79029143375188,0.654044652778692,1
"Tasp1","Tasp1",0.252307505158862,2.46783216282491,0.654181267354359,1
"Pcmtd1","Pcmtd1",-0.225027964236081,5.65453281470253,0.65422377154357,1
"Rprd2","Rprd2",0.222580452070623,5.30868325867699,0.654369676863521,1
"Alg1","Alg1",-0.228211123429121,4.41563580448121,0.654502406213931,1
"Btbd3","Btbd3",-0.302786573047753,4.19309868110187,0.654697083078987,1
"Slc6a9","Slc6a9",-0.30534763473671,5.6087874544926,0.654797291281703,1
"Gbp8","Gbp8",0.295306076746308,5.0885022951662,0.654892658768561,1
"Klf6","Klf6",-0.250212845411731,10.3389824421965,0.654978702454348,1
"Rgs12","Rgs12",-0.244414480083056,3.41500722920001,0.65510522215612,1
"Rhbdf2","Rhbdf2",-0.245347149409889,7.24974352051659,0.655232797127691,1
"Tex261","Tex261",-0.22960960614061,5.7954734923457,0.655361780067608,1
"Thap7","Thap7",0.233058092501888,4.01902946925294,0.655488534048485,1
"Dxo","Dxo",0.228397373481752,5.44948674496162,0.655500760316754,1
"Fbxo44","Fbxo44",-0.256590077894963,3.43175802222166,0.655630857461189,1
"Rab23","Rab23",-0.268171552897346,2.75347385571223,0.655685863891677,1
"Zfp958","Zfp958",0.251114891695886,2.3071658481651,0.655716568374555,1
"Creld1","Creld1",-0.25529560785025,5.57562004229469,0.655861409882999,1
"Exosc2","Exosc2",0.236775801831321,3.63017475716734,0.655887294986795,1
"S100a11","S100a11",-0.263395237401074,9.22465077012379,0.655962492287922,1
"Abcf3","Abcf3",-0.22345297297128,5.06818849166137,0.656024954411825,1
"Rpap2","Rpap2",0.236990055669512,3.64949264641081,0.656087762521156,1
"Myd88","Myd88",-0.236899577300901,6.39531767233493,0.656105000059193,1
"Ncbp3","Ncbp3",0.223877772409641,4.63194239713151,0.656109153670491,1
"Kcmf1","Kcmf1",-0.238693714280048,6.84510537254264,0.656252034923562,1
"Kiz","Kiz",-0.230152899350431,5.01942128897845,0.65626480860251,1
"Abcc5","Abcc5",-0.262200595548978,7.17380203404226,0.656346503390535,1
"Cks2","Cks2",0.231393246865189,5.04332262507388,0.65637618897055,1
"Rtraf","Rtraf",0.230885848301445,6.49909857031698,0.656552645255838,1
"Rbm25","Rbm25",0.241894242848842,7.41650545266172,0.656792418529148,1
"Iffo2","Iffo2",-0.227008673653505,4.85394009336441,0.656819274374944,1
"Dnah17","Dnah17",-0.29957829882484,1.33557812152278,0.656851894091317,1
"Abcb10","Abcb10",-0.234115621135213,4.08723690673843,0.656880146289284,1
"Paip2b","Paip2b",0.223252040573095,5.53628310736557,0.656891673725275,1
"Nans","Nans",0.22807985802498,5.97224832416926,0.656951247284809,1
"Tomm34","Tomm34",0.240964423312861,5.86509766489715,0.656961916573679,1
"Rbm8a","Rbm8a",0.225224001088951,5.7985300512161,0.656972189279555,1
"Atg7","Atg7",-0.232208311819112,6.19933040291936,0.657024216522712,1
"3110040N11Rik","3110040N11Rik",-0.255087772149923,2.96629845354454,0.657285434878576,1
"Tprn","Tprn",-0.228562967792573,5.18000462437729,0.657319674279941,1
"Ttbk2","Ttbk2",-0.25670987052669,3.756353762356,0.657375028309038,1
"Atp9a","Atp9a",-0.320431772484683,6.92194973545532,0.657520060509652,1
"Gm5088","Gm5088",0.287332876294769,0.805861740068411,0.657526980476189,1
"Esrra","Esrra",-0.221386026759208,5.30707585255668,0.65768275211518,1
"Lnx1","Lnx1",-0.298316142512049,3.31612174363463,0.65794268096854,1
"Tmem156","Tmem156",0.366795945164081,2.80725910164782,0.658119145918084,1
"Pxmp4","Pxmp4",-0.237727741107819,4.29563702093755,0.658261242510524,1
"Immt","Immt",-0.245902040168715,6.99034411071779,0.658441582183742,1
"Mrpl19","Mrpl19",0.225759929979798,4.19050135598105,0.658465357668672,1
"Adnp2","Adnp2",-0.227370847057512,4.57897471802219,0.658662168220893,1
"Smg5","Smg5",0.232132446177884,6.71113395574053,0.658677892747148,1
"Srsf1","Srsf1",0.23774662868495,6.94929308671907,0.658736582674089,1
"Mtarc2","Mtarc2",-0.223825063064822,5.8625829659426,0.658745849074143,1
"Ubl5","Ubl5",0.238136514655042,6.40728210565642,0.658858158624689,1
"Cbfa2t2","Cbfa2t2",-0.231327611362183,4.76406173945749,0.658866433634477,1
"Gemin6","Gemin6",-0.272155696600417,1.52196450464543,0.659089755375197,1
"Nmt2","Nmt2",-0.231086077134594,5.79845585728157,0.659151419560166,1
"Krba1","Krba1",-0.272724313717263,4.14468633455569,0.659361062383677,1
"Cbwd1","Cbwd1",-0.232804792320376,3.14157942794689,0.659363638227987,1
"Ten1","Ten1",0.233611697033308,3.8914773744387,0.659372160622149,1
"Ccdc137","Ccdc137",-0.249054511077819,3.52650239637186,0.659380305990217,1
"Ube2g1","Ube2g1",-0.223336087443056,5.63968796294117,0.659395350916331,1
"Uba6","Uba6",-0.227807967606904,4.67855568440505,0.659494478478802,1
"Nsun6","Nsun6",0.23799633254134,3.549655015492,0.659679422861445,1
"Sacm1l","Sacm1l",-0.222937270195487,5.69084392291178,0.659778231919339,1
"Rnasel","Rnasel",-0.2794138065346,5.07195265347217,0.659817125830239,1
"Tma16","Tma16",-0.260130877642561,2.61005901992574,0.659915597754052,1
"Edem1","Edem1",0.259740582815813,7.86438819478275,0.659987850325603,1
"Snx6","Snx6",-0.237561087271817,6.01710513707791,0.660375044377358,1
"Yy1","Yy1",0.242036549658493,7.39199406854409,0.660480127861959,1
"Ppm1f","Ppm1f",-0.233827889374577,4.22472658167136,0.660484991222526,1
"Rccd1","Rccd1",0.247557337708852,2.30961452470692,0.660681214933816,1
"2310011J03Rik","2310011J03Rik",-0.220214234002862,4.71456892374576,0.660873590880496,1
"Eif1ax","Eif1ax",0.223216499762997,5.75059502771356,0.661025807305366,1
"Sbds","Sbds",-0.22645677648614,6.11921045732517,0.66108170093047,1
"Ube2r2","Ube2r2",-0.235461373803514,6.94251241610495,0.661083120696491,1
"Supv3l1","Supv3l1",0.226915324822873,3.93272783560734,0.661124637739729,1
"Erbb2","Erbb2",-0.32314810087299,5.74854281015257,0.661266406649414,1
"Gigyf1","Gigyf1",0.222034726245799,5.9083033179528,0.661367255122626,1
"Eci1","Eci1",-0.226866301255965,4.95568399765679,0.661367774216805,1
"Polr2a","Polr2a",0.245613070469818,7.89110247741233,0.661512129479628,1
"Sbno1","Sbno1",0.226509245219247,6.58860518781807,0.661616103976339,1
"Polr3g","Polr3g",0.262512122375913,1.89356538250582,0.661819138928197,1
"Smarca2","Smarca2",-0.230803583711524,6.04607453101772,0.661913733510793,1
"Tppp3","Tppp3",-0.237890505652789,5.66070639495349,0.661965393531762,1
"Rufy1","Rufy1",-0.228880186366737,4.83560071701823,0.662236144050089,1
"E130307A14Rik","E130307A14Rik",-0.273081968036102,1.3999293426804,0.662345436872154,1
"Gamt","Gamt",-0.262824938786473,3.26564736882863,0.662452177703592,1
"Kif23","Kif23",0.243251716493264,6.07278626689685,0.662471141389698,1
"Zfp160","Zfp160",-0.249970273203898,2.62553292851575,0.66248528666004,1
"H2aw","H2aw",0.255149433415772,3.15117747556024,0.662562305781135,1
"Nt5c3","Nt5c3",-0.217580169663263,5.24340838073908,0.662680416740986,1
"Rnf122","Rnf122",-0.250124091043449,3.97987464840111,0.66269320673047,1
"Ap3s1","Ap3s1",-0.230616649153804,5.76465110411754,0.662771085445728,1
"Anxa11","Anxa11",-0.236419674165161,6.87125437360585,0.662856369932626,1
"N4bp2l1","N4bp2l1",0.269379217934843,4.78264253234627,0.663132296228653,1
"Aco1","Aco1",-0.267430761068501,6.93507452091909,0.663147074204662,1
"Nme6","Nme6",-0.262580373895959,2.55343624068896,0.663186285594615,1
"Rac1","Rac1",-0.245941887380138,8.94245997518878,0.663191393617803,1
"Gpkow","Gpkow",-0.220437266374903,5.31068649468697,0.663226217945111,1
"Tm2d2","Tm2d2",-0.227023977702764,5.99061762039112,0.663356045832729,1
"Gnl2","Gnl2",-0.215999091536843,5.36924608332298,0.663481275421588,1
"Epb41","Epb41",0.24972676072627,7.05610695666681,0.663559745514741,1
"Cog3","Cog3",-0.219872882836053,5.103712108526,0.663834481582088,1
"Mrpl53","Mrpl53",-0.238748156314083,3.51787164369327,0.663888496493309,1
"Thop1","Thop1",-0.267141516629921,5.37847713387364,0.663890445529568,1
"Stoml2","Stoml2",-0.220082664020557,4.85762755639404,0.663908891238141,1
"Capn15","Capn15",-0.23366027564951,5.79736381949931,0.664007806572005,1
"Srrd","Srrd",0.248260953414627,3.43143352781267,0.664034425693142,1
"Lin54","Lin54",-0.269830731723333,5.78595647646728,0.664039526338937,1
"Dnajc10","Dnajc10",-0.234461829524851,5.90506119181453,0.664058556362756,1
"Erg28","Erg28",0.22731970213479,4.39769176190209,0.664083000180963,1
"Unc50","Unc50",-0.220170769591431,4.45644822484969,0.664091440730366,1
"Wbp2","Wbp2",-0.236661165829425,7.429374063236,0.664163220543053,1
"Sf3a3","Sf3a3",0.218785423948852,4.77560337215138,0.66423970587616,1
"Pou2f1","Pou2f1",0.226889121431479,4.15738027448083,0.664452908423887,1
"Pnisr","Pnisr",0.221794495165699,6.07664489628873,0.664485114902204,1
"Gins4","Gins4",0.219534691105082,4.61936494009815,0.664490157809005,1
"Aamdc","Aamdc",-0.247396690898002,2.56111766220318,0.664532337056421,1
"Kpna6","Kpna6",-0.218502868139651,5.65987602379849,0.664562059595033,1
"Cnnm4","Cnnm4",0.228059651114943,5.14117760787454,0.664646743448005,1
"Pign","Pign",-0.220050163292925,5.19758672979973,0.665018495738018,1
"C2cd5","C2cd5",0.217936796340578,5.08408891629291,0.66507790635084,1
"Adap1","Adap1",0.224827241041669,5.64484379099373,0.665124974260796,1
"Erlin2","Erlin2",-0.268177409871372,6.07461608155869,0.665158920637257,1
"Rps6ka5","Rps6ka5",0.263160397403221,3.38568774930555,0.665174556452321,1
"Nop16","Nop16",-0.229936267315774,4.36967665684908,0.665341277311323,1
"Sec23ip","Sec23ip",-0.219982875972755,5.67818164386626,0.665407391050532,1
"Bptf","Bptf",0.226488134511429,6.7327791471806,0.665445051074672,1
"Secisbp2","Secisbp2",0.21938105076853,4.88674077921202,0.665485938238931,1
"Invs","Invs",0.232096028823448,3.55833793451473,0.665486170276142,1
"Smurf2","Smurf2",-0.221423369191011,5.93299825421578,0.665585562501576,1
"Eif5","Eif5",-0.24163124531528,8.51241661387796,0.665623257456552,1
"Zfp526","Zfp526",-0.250960357528467,2.40904172978723,0.665645666480806,1
"Dnajb6","Dnajb6",0.239315196566711,6.71753294964475,0.66575184907848,1
"Id1","Id1",-0.302829606981941,5.36238349882109,0.665860977369973,1
"Tpd52l2","Tpd52l2",-0.226808901686489,6.09984896414222,0.665904522105564,1
"Hmgb1","Hmgb1",0.235376913269991,7.67346770904367,0.665955042801962,1
"Xpa","Xpa",0.240865284051638,3.34411045947824,0.665989776165432,1
"Casp4","Casp4",-0.269637255812669,4.72510250965584,0.666092494169945,1
"Fgfr1op2","Fgfr1op2",0.22149802802082,6.41964236769712,0.666093936206865,1
"Polr3a","Polr3a",0.226702744474254,4.89270115654218,0.666101409253237,1
"4930481A15Rik","4930481A15Rik",-0.245901614715951,1.61423283941506,0.666197056414055,1
"Tbc1d2b","Tbc1d2b",-0.221436380867759,6.32149264596898,0.666239290102172,1
"Cox5a","Cox5a",0.239945859094772,6.72715912061467,0.666255636420155,1
"Htra2","Htra2",-0.218633617759147,4.42270226948077,0.666314271588942,1
"Ankrd27","Ankrd27",0.214499776143823,5.31135008316554,0.666369999548485,1
"Wdr5","Wdr5",0.216172042558741,5.52890741408132,0.666373409506752,1
"Lcp1","Lcp1",0.290339678945581,10.4047637465134,0.666427713303835,1
"Nup93","Nup93",0.21609563318277,5.2813135501382,0.666435191621743,1
"Ptpn2","Ptpn2",-0.231922475348948,5.988972038314,0.666458748016313,1
"Klhl2","Klhl2",-0.23451157522171,4.76408020066015,0.666473377141537,1
"Mrps9","Mrps9",0.215731877740506,4.56239077277112,0.666643929588309,1
"Nqo2","Nqo2",0.217457467172649,5.10457215203174,0.666684085801575,1
"Ints4","Ints4",-0.227554967967647,5.62537347377685,0.666830658888989,1
"Eif3g","Eif3g",0.219627834714528,6.40418220107111,0.667035573719878,1
