"","genes","logFC","logCPM","PValue","FDR"
"Kdm3b","Kdm3b",0.222146119456213,6.44138060850507,0.667062040367104,1
"Dusp7","Dusp7",-0.227213252173321,4.90669978856139,0.667241240733884,1
"Selenot","Selenot",-0.233199943794142,7.20313651637514,0.667490861377713,1
"Zfp58","Zfp58",0.255918796236967,1.15453954647275,0.667710828495604,1
"Faf2","Faf2",-0.228508092319795,5.96254099701642,0.667851087924768,1
"Myo9b","Myo9b",0.251809482221936,7.64039830216486,0.667925637588324,1
"Vps9d1","Vps9d1",-0.219053608708818,4.95433287267095,0.667941798852602,1
"Etfb","Etfb",-0.220232168535782,5.8653475897742,0.668088451296683,1
"Id2","Id2",0.270081243045988,8.52056593950723,0.668170970822223,1
"Stk24","Stk24",0.239480079933538,7.52172146149379,0.66842953614406,1
"Shq1","Shq1",-0.252460244630462,3.03507692191359,0.668457882895574,1
"Hat1","Hat1",0.228168786149426,5.05087005981611,0.668613318326887,1
"Sfi1","Sfi1",0.226632449357646,4.43745029915352,0.668636646193828,1
"Dmac2l","Dmac2l",-0.241363177077151,2.32229602901882,0.668669638968981,1
"Bcl2a1d","Bcl2a1d",0.313603138838896,6.96461783275555,0.668851757296558,1
"Anapc4","Anapc4",-0.224741073547426,5.57035561274735,0.66886782190041,1
"Tnfrsf10b","Tnfrsf10b",-0.259064595475782,5.00919396717592,0.66895770115939,1
"Agps","Agps",-0.218188050179964,6.45293838851057,0.669122110568714,1
"Ppdpf","Ppdpf",0.230268114748978,5.96222156056728,0.669350256684858,1
"Firre","Firre",-0.243826317908149,6.17057244101596,0.669494217434093,1
"Wdr13","Wdr13",-0.215557103409343,5.54528381204339,0.669525942402364,1
"Cct7","Cct7",0.232574915551986,7.59539017937581,0.669535817484947,1
"Snrpa1","Snrpa1",0.220353754101319,4.44314488974737,0.669772694690954,1
"Idh3b","Idh3b",0.230670845041759,6.95278306068129,0.669822356757718,1
"Ifi35","Ifi35",0.246139568679931,5.13375090640373,0.669913847108235,1
"Prr14","Prr14",0.228430008543939,6.64810010098198,0.670051301350131,1
"Zfp959","Zfp959",-0.246210993580083,2.14637227731828,0.670285782706514,1
"Cbx7","Cbx7",0.234630109139639,5.88068117454497,0.670362949676893,1
"Ric8a","Ric8a",0.215630992169581,6.14652621857872,0.670534329907848,1
"Ywhaq","Ywhaq",0.230906130230557,7.10340756014719,0.670542308085717,1
"Manba","Manba",-0.220833299016781,5.62300491650979,0.670713610112638,1
"Gpd2","Gpd2",-0.214094993451644,5.7376766578806,0.670741930695728,1
"Nudt9","Nudt9",-0.224900587744518,5.57274771881301,0.670762483784985,1
"Synj2bp","Synj2bp",0.214048994984912,4.99212591971605,0.670962278682461,1
"Glb1l","Glb1l",-0.229376102468238,3.08445005416684,0.670969774665489,1
"Hira","Hira",0.21275940441424,5.30495971435834,0.671039310730256,1
"Glb1","Glb1",-0.217465918374831,5.80208267195489,0.671046372859293,1
"Pde4dip","Pde4dip",-0.232933389411329,5.65572454050157,0.671166806804838,1
"Stambp","Stambp",-0.235477253532265,4.78915381544161,0.671267585081437,1
"Elac2","Elac2",0.213440614888407,5.09842110585156,0.671282891430401,1
"Zbtb14","Zbtb14",-0.226474681624239,3.50494598181268,0.671285086402227,1
"Ttpal","Ttpal",0.216735329818699,5.09555227904804,0.671512995544731,1
"Polr2d","Polr2d",0.224609502679105,3.90356246382404,0.671602748739754,1
"Parg","Parg",0.211651437958434,5.18047359145924,0.671611620785908,1
"Gen1","Gen1",0.241031435003467,2.14170306180081,0.671652702884122,1
"Napa","Napa",-0.230566409306494,7.56823283256989,0.671721315600078,1
"Rhoq","Rhoq",-0.252139712210298,5.35465290942873,0.671827535085529,1
"Mrpl30","Mrpl30",0.21569755951985,5.23681131487001,0.672084684966515,1
"Isyna1","Isyna1",0.232135435577026,7.12101941014232,0.672129910770348,1
"A530040E14Rik","A530040E14Rik",0.295774200253021,3.60610214322399,0.672131605200177,1
"Mat2a","Mat2a",-0.230374303403357,6.81350588659098,0.672190485307862,1
"Atp13a3","Atp13a3",-0.230156712842279,7.25198977856672,0.672273618069353,1
"Mcoln1","Mcoln1",-0.224517215649489,5.81053547548117,0.672323475939595,1
"Lrrcc1","Lrrcc1",-0.227963975092618,3.6943278036123,0.67234593490723,1
"Nckipsd","Nckipsd",-0.21583174504203,4.45252597824425,0.672349368642627,1
"Sqstm1","Sqstm1",-0.246311674201636,10.3400792544622,0.672436123939063,1
"Osbpl2","Osbpl2",-0.225012780587987,5.25161231199018,0.672445117545848,1
"Pigc","Pigc",-0.224737932453011,3.44610109374559,0.672562017552403,1
"Ddx23","Ddx23",0.214458938200187,6.2875828750491,0.672582946802264,1
"Txndc11","Txndc11",-0.214210632228053,6.02943262799083,0.672622676399891,1
"Zfand2b","Zfand2b",0.216558263794458,4.74807362800574,0.672686988653505,1
"Mdk","Mdk",-0.278597889911339,1.75417233352818,0.672717825958051,1
"Fxn","Fxn",0.23598398551051,3.36856313873966,0.672746005022127,1
"B230354K17Rik","B230354K17Rik",0.279524865990839,2.76344395885022,0.672814594067393,1
"Setd1b","Setd1b",0.213283321593426,5.59160966383531,0.672856711102467,1
"Vasp","Vasp",0.24279746082486,9.13273989602381,0.672863499398585,1
"Rnf31","Rnf31",0.217456006984279,5.82866266820565,0.673014279823738,1
"Kmt5a","Kmt5a",-0.233013003091491,7.26045020585637,0.673025483531749,1
"Nme1","Nme1",0.212794327139601,5.72007452388603,0.673148611997498,1
"Thumpd1","Thumpd1",-0.215498811498055,4.35390012626818,0.673215690582536,1
"Prkce","Prkce",-0.229009228989428,3.60506430894963,0.673290820749209,1
"Npepps","Npepps",-0.217109859098236,6.47298137146411,0.673292782499875,1
"Pycrl","Pycrl",-0.21836341706921,4.25382113010984,0.673450049186503,1
"Trim24","Trim24",0.211259755056509,5.27075894586384,0.673475282832899,1
"Urm1","Urm1",0.210936767248802,5.08824656533805,0.673533836681295,1
"Srrm1","Srrm1",0.237092421257417,7.69792076024442,0.673620859993706,1
"Ythdc1","Ythdc1",-0.2220315688782,6.6056230293672,0.673676450508763,1
"Fkbp8","Fkbp8",0.230127878373447,8.05834167864849,0.67375573852646,1
"Khnyn","Khnyn",0.217073454209245,5.82607408388682,0.673812584345434,1
"Lmtk2","Lmtk2",-0.235587221221177,6.31891420462309,0.673835230452754,1
"Kat6a","Kat6a",0.216046750871228,6.47521361016681,0.673964643506451,1
"Dop1b","Dop1b",-0.240992739502662,7.30259526315007,0.67397719213319,1
"Ctsf","Ctsf",-0.251639160511889,4.19935217406413,0.674133190525219,1
"Slc25a12","Slc25a12",0.217859234612472,4.90229523722575,0.674268497635983,1
"Nup98","Nup98",-0.237449894535675,7.68406232841535,0.674371630748604,1
"Golga5","Golga5",0.216979859939952,5.13548533108745,0.674433871200912,1
"P2ry10b","P2ry10b",-0.399493534392066,3.03416691086126,0.674445116943929,1
"Susd1","Susd1",-0.241430856411878,3.22055551964168,0.674697678367642,1
"Spcs1","Spcs1",-0.21351976595589,6.25578368044816,0.67481709965651,1
"Uba1","Uba1",0.233818919612003,8.48810258229781,0.674976155124539,1
"Cdip1","Cdip1",0.211464201641131,5.60508350341712,0.675180705260747,1
"Smyd5","Smyd5",-0.236526790961258,5.11259513432299,0.675311658293382,1
"A630001G21Rik","A630001G21Rik",-0.250235044116454,4.01632418606935,0.675353493836476,1
"Degs1","Degs1",-0.235305918287151,7.37404036127571,0.675409003705731,1
"Ecm1","Ecm1",-0.266596132820697,8.17577327132608,0.675438688476953,1
"Wbp4","Wbp4",-0.210783393847833,4.89665019586785,0.675481403976479,1
"Pdss2","Pdss2",-0.228580714791231,2.57732257673644,0.675485633036113,1
"Zscan26","Zscan26",-0.248087610072509,5.06688632485301,0.675491357364452,1
"Ncoa5","Ncoa5",0.209519290994168,4.89984359161155,0.67560540211359,1
"Fdps","Fdps",-0.216084622741386,5.7134817957819,0.675803976515558,1
"Tmem241","Tmem241",0.242457574357095,2.74385340187528,0.675939926819472,1
"Hcn2","Hcn2",-0.27178849450655,2.49989306957259,0.675979333227747,1
"Cmc1","Cmc1",0.230861821374065,3.69090848665561,0.67598279592285,1
"Laptm5","Laptm5",0.320247448160719,10.9212988413771,0.676027715903066,1
"H2-Ob","H2-Ob",-0.323417405428702,2.41625972840283,0.676092832010322,1
"Apbb1ip","Apbb1ip",0.311020572482041,6.65458910390562,0.67615716716808,1
"Nsf","Nsf",-0.232616476626397,5.88982979860215,0.676242727306807,1
"Fcf1","Fcf1",0.214584675121478,4.78718122405155,0.676419917751464,1
"Cab39l","Cab39l",-0.22245071230085,5.90098224817317,0.676436005486989,1
"Tpm4","Tpm4",-0.235233456605263,8.92276456823935,0.676527877320709,1
"Tecr","Tecr",0.229818687026389,7.63738077863495,0.676608076430051,1
"Gpsm1","Gpsm1",0.224940271026146,3.90519549966425,0.676611382408326,1
"Scamp5","Scamp5",-0.228827945584711,4.39778356503064,0.67662791856178,1
"Acaa2","Acaa2",-0.217828807985172,6.22468438469373,0.67691693184333,1
"Zbtb4","Zbtb4",-0.227038973198941,5.93072760775887,0.67691773800785,1
"Zfp395","Zfp395",-0.234728166498175,5.72396664591293,0.676979103282396,1
"Agrn","Agrn",-0.293570050654202,7.95441044851309,0.677019858313718,1
"Wdr73","Wdr73",-0.255712481069322,3.40343199371083,0.677025661176348,1
"Ola1","Ola1",0.216440376156758,5.97592167883515,0.677235746829698,1
"Aasdhppt","Aasdhppt",-0.221711866880206,3.71583925283504,0.677308196199117,1
"Siah2","Siah2",-0.212640120199606,5.94407313448079,0.677359730706645,1
"Scrn3","Scrn3",-0.236570549212146,3.59521699179911,0.677446054195809,1
"Hnrnpul2","Hnrnpul2",0.226316144858267,7.58923167922081,0.677454506670132,1
"Pex12","Pex12",-0.233814505178324,2.13013198037206,0.677491556539657,1
"Asprv1","Asprv1",0.249797340783803,2.22133116186836,0.677600275245731,1
"4833439L19Rik","4833439L19Rik",-0.213065745544449,6.42668616896731,0.677613229818551,1
"Dab2ip","Dab2ip",-0.291259455548604,6.40726010592112,0.677652649144922,1
"Psmd7","Psmd7",-0.216179128198732,6.05885707849048,0.677824362524531,1
"Katnbl1","Katnbl1",-0.223496623789374,3.86898449211491,0.67790514817782,1
"Rfxank","Rfxank",0.220919708298476,3.66851953494534,0.677913453794355,1
"Xpr1","Xpr1",-0.237191121460678,5.81629372455889,0.677928536213954,1
"Car15","Car15",0.261003413363,1.58518275231188,0.67794792746806,1
"Elmo3","Elmo3",-0.287192555230828,5.09996823789456,0.677969747830944,1
"Chd8","Chd8",0.215310633998004,6.65293956862572,0.678071627883534,1
"Chek2","Chek2",-0.231608408337797,3.38626927539346,0.678073950685743,1
"Rhbdd2","Rhbdd2",-0.222692594481185,4.60064306018461,0.678077531067091,1
"Emd","Emd",0.235045631042031,6.22281795329098,0.678109801294008,1
"Cx3cr1","Cx3cr1",-0.232875106204053,5.89774301479727,0.678289630479489,1
"Map2k2","Map2k2",0.226281184655897,7.26490276440444,0.678453400906915,1
"Alkbh3","Alkbh3",0.211211814000055,4.31883941177112,0.678563199220256,1
"Smim19","Smim19",-0.225834466099382,3.57136526201129,0.678655016831202,1
"Ubqln1","Ubqln1",-0.224749420132065,7.27339468158816,0.678713301150878,1
"Vps41","Vps41",-0.214787352627237,6.01411598928938,0.67874518524005,1
"Atg2a","Atg2a",0.239070453386225,7.33556838671014,0.678858534913437,1
"Hipk1","Hipk1",0.227364528227284,7.36028396805951,0.678990822887794,1
"Bahd1","Bahd1",-0.230714031418143,6.31421367985557,0.679139909376954,1
"Fam193a","Fam193a",0.208908970054835,5.71783789037142,0.679195954855545,1
"Ganc","Ganc",-0.234617459133206,3.68217085931374,0.679224372823433,1
"Pag1","Pag1",0.312036901058144,6.28943168516089,0.679264926063964,1
"Ddx10","Ddx10",0.209528803889537,4.69833719289481,0.679302106291201,1
"Ier2","Ier2",0.245254740923131,8.95996513648054,0.679418107929946,1
"Pold4","Pold4",0.23240095412764,2.99132227686929,0.679466330388797,1
"Mbd1","Mbd1",0.209600533641215,5.96242829063141,0.679536380239303,1
"Pdzd11","Pdzd11",-0.206389621701083,4.41708435882157,0.679565658221416,1
"Vdac1","Vdac1",-0.224390851605583,7.08468456588944,0.679624882713906,1
"Naif1","Naif1",-0.2436874394514,2.31136989442608,0.679660377021749,1
"Mrpl57","Mrpl57",0.210197730440849,4.60224343463017,0.679665717581599,1
"Mysm1","Mysm1",-0.211119217061154,4.53035179680533,0.679718423566045,1
"Esco1","Esco1",0.211744175414322,4.8775176545277,0.679859410872497,1
"Mfsd14a","Mfsd14a",-0.20987004415058,5.65789941216088,0.67998267522446,1
"Txndc12","Txndc12",-0.208253481920335,5.659650564374,0.680115230343825,1
"Mtf1","Mtf1",-0.207457544383301,4.61382940510436,0.680219225122513,1
"Acat2","Acat2",-0.218571663126523,3.80562808159629,0.680332591431254,1
"Csad","Csad",-0.265200385200685,4.97995189101393,0.680349232960922,1
"Tmem29","Tmem29",-0.240119753138176,2.51972576300763,0.680376660163095,1
"Trmt1l","Trmt1l",0.208749969814959,5.04211755756613,0.680449177624828,1
"Hmgxb4","Hmgxb4",0.214499963707431,4.20704056532785,0.680603347945487,1
"Prdm1","Prdm1",-0.282618612970603,6.15336512264981,0.680768486626642,1
"Phlpp2","Phlpp2",-0.219790268741996,3.77190305284987,0.680779031455828,1
"Clptm1l","Clptm1l",-0.224334532406857,7.04882966366108,0.680879373855868,1
"Vamp4","Vamp4",-0.240278958903125,5.09583277852129,0.680993525593856,1
"Ufsp2","Ufsp2",-0.213419044551306,5.00284535158556,0.68103560986029,1
"Ttc12","Ttc12",-0.267005068325045,1.32272795388636,0.681249730138952,1
"Hcfc1r1","Hcfc1r1",-0.218001465138264,6.6881319405868,0.681357496729435,1
"Dhrs4","Dhrs4",-0.212261178442025,4.45127773016831,0.681436099496549,1
"Kif3a","Kif3a",-0.224135058145109,4.18353636363431,0.681668633200661,1
"Anapc10","Anapc10",-0.23073705995601,3.32602683879767,0.681682412288018,1
"Psmb6","Psmb6",-0.221110527990563,6.5430827759227,0.681778107171244,1
"Dennd3","Dennd3",-0.231738990425043,6.0040366503755,0.681785668975355,1
"Pwwp3a","Pwwp3a",0.207445983650016,5.00973415896798,0.681948125234967,1
"Tcf20","Tcf20",0.208594176922604,5.78329231119798,0.682014640016879,1
"Agpat4","Agpat4",-0.250804889028119,5.08806282773489,0.682019147356809,1
"Dhx40","Dhx40",0.22131948796862,6.86891687164326,0.682079309101184,1
"Lzts3","Lzts3",-0.225947352512592,3.33502355634809,0.682126657537533,1
"Map4","Map4",0.23183390420396,7.51832051611289,0.682328775044986,1
"Bmt2","Bmt2",-0.207025640272829,4.90682406705725,0.682542745929649,1
"Glipr1","Glipr1",0.258855738192229,5.6664706883459,0.682684098698948,1
"Tprgl","Tprgl",0.225101997877419,6.88534106551333,0.682783084644384,1
"Slc35b1","Slc35b1",-0.21071528034404,5.90127160238224,0.682793332596908,1
"Ccdc84","Ccdc84",-0.219153594596825,3.18756185144741,0.682872256149314,1
"Cpsf1","Cpsf1",0.221524129430659,6.95956498511636,0.683069094685995,1
"Cry1","Cry1",-0.204337497662249,4.65206082748727,0.683193964682518,1
"Abcd1","Abcd1",-0.22477157852294,5.91204403039286,0.683304408353308,1
"Tmem177","Tmem177",-0.234243664251001,1.9157872970136,0.683414048824182,1
"Arl14ep","Arl14ep",0.223494390221887,3.43704346692621,0.683428497531328,1
"Dkc1","Dkc1",0.209258040017466,4.48457604305734,0.683453417128198,1
"Abcc4","Abcc4",-0.220148810701721,5.30399302871213,0.683544195107244,1
"Pbdc1","Pbdc1",-0.216762053914234,4.93286350408636,0.683588023083645,1
"Fnta","Fnta",-0.22190195172492,5.01309931323445,0.683771953828151,1
"Car2","Car2",-0.279510298638622,4.79708314226145,0.683834080137119,1
"Zfp35","Zfp35",-0.239367265472952,3.285178806879,0.684050302116034,1
"Pgam2","Pgam2",-0.235505933221161,1.34330873220754,0.684133449012512,1
"Lsm1","Lsm1",0.228609151907559,3.53983472912487,0.684218620439024,1
"Smim15","Smim15",-0.206350656060952,5.21746186010491,0.684580669350849,1
"Ccni","Ccni",0.23207526464772,8.27851871404565,0.684590312466359,1
"Akap11","Akap11",-0.210241322790837,5.25109719828609,0.684630564926734,1
"Ly9","Ly9",0.351287490456839,5.27301828367806,0.684662662541783,1
"Fam219b","Fam219b",0.212855383972929,3.73614428648928,0.684667534184548,1
"Slfn9","Slfn9",0.236830659232567,2.53721108288013,0.684775715311014,1
"Ptpn9","Ptpn9",-0.202132834885959,5.33007072456302,0.684812844407878,1
"Slc5a6","Slc5a6",-0.218642638808137,3.20051055038811,0.684874394716456,1
"Adipor1","Adipor1",-0.223975154414176,8.3194444393395,0.684925936238773,1
"Txndc15","Txndc15",-0.207032803625779,5.27329030992702,0.684987606720413,1
"Ccpg1os","Ccpg1os",-0.243197759612603,2.17679013633408,0.685141348939045,1
"Ankrd37","Ankrd37",-0.275574912951067,3.49386629272306,0.68520661390657,1
"Stag2","Stag2",0.218459364124517,6.8514488666057,0.685246458112548,1
"4921531C22Rik","4921531C22Rik",-0.247134904714586,1.51671037922528,0.685323535326593,1
"Timm50","Timm50",-0.205021648897762,5.1485750768121,0.685612176968887,1
"Ppcs","Ppcs",-0.238558056548785,2.95224893871623,0.685623690282448,1
"Ngly1","Ngly1",0.206572726102977,4.81028573637742,0.685646884436144,1
"Zbtb8os","Zbtb8os",-0.218536099275198,3.96224793034641,0.685913319878146,1
"Mettl3","Mettl3",0.206238375022633,4.3097708657789,0.685969270593664,1
"Stub1","Stub1",-0.213251490930819,4.66573712418006,0.686013623413648,1
"Ptpre","Ptpre",-0.229600450663169,5.41805237995666,0.686056254639493,1
"H2-M3","H2-M3",0.259261555013015,4.7878055242808,0.686087168657907,1
"Agpat2","Agpat2",-0.207857463366566,5.30886021437197,0.686150187545058,1
"Zbtb20","Zbtb20",-0.226268032705023,3.34324678850257,0.686193560959448,1
"Arhgef2","Arhgef2",-0.221222114429026,7.67439465873107,0.686232042157035,1
"Mrm1","Mrm1",0.221332850270035,3.08789755012222,0.68625051427292,1
"Pdik1l","Pdik1l",0.223165313277069,2.94603721739463,0.686285291769969,1
"Tmx1","Tmx1",-0.21484054603734,5.64911466918965,0.686371976408598,1
"Usp25","Usp25",0.227323672681572,6.89914890126114,0.686424074907892,1
"Fbxw8","Fbxw8",-0.233380291237424,6.884314635631,0.686449798088484,1
"Ran","Ran",0.220786954373902,7.3291912120791,0.686530758982398,1
"Ddt","Ddt",0.203781594596499,4.5289763364334,0.686703170864803,1
"AI467606","AI467606",0.215257665542128,5.06745104253412,0.686715066781696,1
"Rnf6","Rnf6",-0.204615228179112,5.41068548777625,0.686770502277675,1
"Stag1","Stag1",0.203980834785638,5.6794418499607,0.686861988998221,1
"Usp30","Usp30",-0.204021979496019,4.83672002142768,0.687034116074566,1
"Bcl10","Bcl10",-0.207704191981646,6.13579699042193,0.687216512073284,1
"H13","H13",0.22054850610118,8.04501988029951,0.687243945129763,1
"Snw1","Snw1",0.20659106091428,6.01670161141084,0.687258702648959,1
"1300002E11Rik","1300002E11Rik",0.217937317199504,2.74888085668776,0.687414968230795,1
"Spr","Spr",-0.240017310121773,5.81883476376862,0.687604099589866,1
"Wdr19","Wdr19",-0.256419071753237,3.57871822394479,0.687627564569339,1
"Atp5j","Atp5j",-0.204659424648734,6.40833683019444,0.68775421961607,1
"Dalrd3","Dalrd3",-0.200384456699439,5.38912437672398,0.687825347627887,1
"Cdk2ap1","Cdk2ap1",0.202768369361158,4.77272242382204,0.687922084851839,1
"Pex3","Pex3",-0.215280470339834,3.91899346826873,0.68799455812426,1
"Pih1d1","Pih1d1",0.204422811918404,4.63103545334321,0.688031242550386,1
"Psmd6","Psmd6",-0.200476690263511,5.35134644378331,0.688135467702786,1
"Slc35a4","Slc35a4",-0.205858990612942,6.39010682695251,0.688165110091928,1
"Zfp984","Zfp984",-0.221488171508436,4.2456199804921,0.688176210539084,1
"Aldh9a1","Aldh9a1",-0.215602229406661,6.29801592018836,0.688298452418881,1
"Adprhl2","Adprhl2",-0.208534305872239,4.0105756264401,0.688383753239036,1
"Itsn2","Itsn2",0.212477240692867,6.42757938206883,0.688410872883812,1
"Mnat1","Mnat1",0.215913353420855,3.66294351551535,0.688480485782608,1
"Epn1","Epn1",-0.218154161545289,7.89651935596341,0.68852508391574,1
"Procr","Procr",-0.223521036730972,6.97470783506964,0.688529258175156,1
"Bsdc1","Bsdc1",-0.205239215818426,6.2326048803108,0.688596119669706,1
"Uri1","Uri1",-0.215503026303573,5.56333382822508,0.68860202603858,1
"Phc2","Phc2",-0.229032673580037,7.60822353711571,0.688805448295144,1
"Pfkl","Pfkl",-0.247911283057269,7.39132147300675,0.688838010438284,1
"Dnttip2","Dnttip2",-0.201367612081882,5.48937637591951,0.688954824715938,1
"Rrp9","Rrp9",0.204744271114286,4.12715586551215,0.689127940752848,1
"Ankle2","Ankle2",-0.20380715732966,5.44065368373587,0.6891304630827,1
"Sptan1","Sptan1",0.22156151736668,8.34074631446758,0.689212519676163,1
"Rbpms","Rbpms",-0.269979894099535,6.82969670242941,0.689319830377848,1
"Naa40","Naa40",0.203885633644723,4.83533405226712,0.689526937713901,1
"Wdr53","Wdr53",-0.217623507197032,2.61140607703066,0.689560574623698,1
"Arhgef12","Arhgef12",-0.214806335378594,6.48299902918435,0.689580303994121,1
"Ndufa6","Ndufa6",0.202647435971708,5.84953341230192,0.689590233805622,1
"Cnih1","Cnih1",-0.20259971460836,6.00423314402684,0.68961892077691,1
